CMDLINE C:\Users\drako\AppData\Local\Microsoft\WindowsApps\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\python.exe julia_set_memory_profiling.py
MEM 134.867188 1712985546.8882
MEM 134.867188 1712985546.9891
MEM 134.867188 1712985547.0894
MEM 134.867188 1712985547.1899
MEM 134.867188 1712985547.2905
MEM 134.867188 1712985547.3909
MEM 134.867188 1712985547.4913
MEM 134.867188 1712985547.5918
MEM 134.867188 1712985547.6926
MEM 134.867188 1712985547.7930
MEM 134.867188 1712985547.8935
MEM 134.867188 1712985547.9938
MEM 134.867188 1712985548.0940
MEM 134.867188 1712985548.1944
MEM 134.867188 1712985548.2949
MEM 134.867188 1712985548.3954
MEM 134.867188 1712985548.4959
MEM 134.867188 1712985548.5962
MEM 134.867188 1712985548.6968
MEM 134.867188 1712985548.7975
MEM 134.867188 1712985548.8978
MEM 134.867188 1712985548.9983
MEM 134.867188 1712985549.0987
MEM 134.867188 1712985549.1994
MEM 134.867188 1712985549.3001
MEM 134.867188 1712985549.4011
MEM 134.867188 1712985549.5017
MEM 134.867188 1712985549.6021
MEM 134.867188 1712985549.7025
MEM 134.867188 1712985549.8031
MEM 134.867188 1712985549.9037
MEM 134.867188 1712985550.0041
MEM 134.867188 1712985550.1046
MEM 134.867188 1712985550.2060
MEM 134.867188 1712985550.3070
MEM 134.867188 1712985550.4075
MEM 134.867188 1712985550.5079
MEM 134.867188 1712985550.6082
MEM 134.867188 1712985550.7086
MEM 134.867188 1712985550.8125
MEM 134.867188 1712985550.9129
MEM 134.867188 1712985551.0137
MEM 134.867188 1712985551.1146
MEM 134.867188 1712985551.2148
MEM 134.867188 1712985551.3154
MEM 134.867188 1712985551.4160
MEM 134.867188 1712985551.5163
MEM 134.867188 1712985551.6168
MEM 134.867188 1712985551.7173
MEM 134.867188 1712985551.8179
MEM 134.867188 1712985551.9184
MEM 134.867188 1712985552.0190
MEM 134.867188 1712985552.1195
MEM 134.867188 1712985552.2196
MEM 134.867188 1712985552.3200
MEM 134.867188 1712985552.4206
MEM 134.867188 1712985552.5209
MEM 134.867188 1712985552.6216
MEM 134.867188 1712985552.7220
MEM 134.867188 1712985552.8225
MEM 134.867188 1712985552.9228
MEM 134.867188 1712985553.0233
MEM 134.867188 1712985553.1239
MEM 134.867188 1712985553.2246
MEM 134.867188 1712985553.3255
MEM 134.867188 1712985553.4262
MEM 134.867188 1712985553.5266
MEM 134.867188 1712985553.6272
MEM 134.867188 1712985553.7275
MEM 134.867188 1712985553.8279
MEM 134.867188 1712985553.9289
MEM 134.867188 1712985554.0294
MEM 134.867188 1712985554.1298
MEM 134.867188 1712985554.2306
MEM 134.867188 1712985554.3310
MEM 134.867188 1712985554.4316
MEM 134.867188 1712985554.5322
MEM 134.867188 1712985554.6328
MEM 134.867188 1712985554.7331
MEM 134.867188 1712985554.8555
MEM 134.867188 1712985554.9562
MEM 134.867188 1712985555.0565
MEM 134.867188 1712985555.1572
MEM 134.867188 1712985555.2577
MEM 134.867188 1712985555.3583
MEM 134.867188 1712985555.4590
MEM 134.867188 1712985555.5592
MEM 134.867188 1712985555.6597
MEM 134.867188 1712985555.7604
MEM 134.867188 1712985555.8606
MEM 134.867188 1712985555.9610
MEM 134.867188 1712985556.0617
MEM 134.851562 1712985556.1669
MEM 134.851562 1712985556.2677
MEM 134.851562 1712985556.3683
MEM 134.851562 1712985556.4690
MEM 134.851562 1712985556.5695
MEM 134.851562 1712985556.6699
MEM 134.851562 1712985556.7705
MEM 134.851562 1712985556.8710
MEM 134.851562 1712985556.9714
MEM 134.851562 1712985557.0717
MEM 134.851562 1712985557.1724
MEM 134.851562 1712985557.2728
MEM 134.851562 1712985557.3732
MEM 134.851562 1712985557.4736
MEM 134.851562 1712985557.5743
MEM 134.851562 1712985557.6747
MEM 134.851562 1712985557.7752
MEM 134.851562 1712985557.8758
MEM 134.851562 1712985557.9763
MEM 134.851562 1712985558.0768
MEM 134.851562 1712985558.1775
MEM 134.851562 1712985558.2779
MEM 134.851562 1712985558.3781
MEM 134.851562 1712985558.4788
MEM 134.851562 1712985558.5792
MEM 134.851562 1712985558.6798
MEM 134.851562 1712985558.7800
MEM 134.851562 1712985558.8804
MEM 134.851562 1712985558.9810
MEM 134.851562 1712985559.0814
MEM 134.851562 1712985559.1819
MEM 134.851562 1712985559.2825
MEM 134.851562 1712985559.3830
MEM 134.851562 1712985559.4835
MEM 134.851562 1712985559.5841
MEM 134.851562 1712985559.6845
MEM 134.851562 1712985559.7849
MEM 134.851562 1712985559.8852
MEM 134.851562 1712985559.9858
MEM 134.851562 1712985560.0863
MEM 134.851562 1712985560.1871
MEM 134.851562 1712985560.2880
MEM 134.851562 1712985560.3883
MEM 134.851562 1712985560.4888
MEM 134.851562 1712985560.5890
MEM 134.851562 1712985560.6894
MEM 134.851562 1712985560.7905
MEM 134.851562 1712985560.8910
MEM 134.851562 1712985560.9914
MEM 134.851562 1712985561.0921
MEM 134.851562 1712985561.1929
MEM 134.851562 1712985561.2935
MEM 134.851562 1712985561.3937
MEM 134.851562 1712985561.4944
MEM 134.851562 1712985561.5950
MEM 134.851562 1712985561.6958
MEM 134.851562 1712985561.7967
MEM 134.851562 1712985561.8976
MEM 134.851562 1712985561.9982
MEM 134.851562 1712985562.0987
MEM 134.851562 1712985562.1994
MEM 134.851562 1712985562.2999
MEM 134.851562 1712985562.4005
MEM 134.851562 1712985562.5010
MEM 134.851562 1712985562.6015
MEM 134.851562 1712985562.7017
MEM 134.851562 1712985562.8020
MEM 134.851562 1712985562.9025
MEM 134.851562 1712985563.0034
MEM 134.851562 1712985563.1040
MEM 134.851562 1712985563.2043
MEM 134.851562 1712985563.3050
MEM 134.851562 1712985563.4057
MEM 134.851562 1712985563.5064
MEM 134.851562 1712985563.6069
MEM 134.851562 1712985563.7076
MEM 134.851562 1712985563.8080
MEM 134.851562 1712985563.9087
MEM 134.851562 1712985564.0094
MEM 134.851562 1712985564.1098
MEM 134.851562 1712985564.2102
MEM 134.851562 1712985564.3105
MEM 134.851562 1712985564.4111
MEM 134.851562 1712985564.5114
MEM 134.851562 1712985564.6118
MEM 134.851562 1712985564.7122
MEM 134.851562 1712985564.8129
MEM 134.851562 1712985564.9133
MEM 134.851562 1712985565.0136
MEM 134.851562 1712985565.1143
MEM 134.851562 1712985565.2147
MEM 134.851562 1712985565.3152
MEM 134.851562 1712985565.4155
MEM 134.851562 1712985565.5162
MEM 134.851562 1712985565.6165
MEM 134.851562 1712985565.7170
MEM 134.851562 1712985565.8177
MEM 134.851562 1712985565.9180
MEM 134.851562 1712985566.0186
MEM 134.851562 1712985566.1190
MEM 134.851562 1712985566.2195
MEM 134.851562 1712985566.3204
MEM 134.851562 1712985566.4211
MEM 134.851562 1712985566.5215
MEM 134.851562 1712985566.6222
MEM 134.851562 1712985566.7228
MEM 134.851562 1712985566.8231
MEM 134.851562 1712985566.9234
MEM 134.851562 1712985567.0238
MEM 134.851562 1712985567.1242
MEM 134.851562 1712985567.2246
MEM 134.851562 1712985567.3252
MEM 134.851562 1712985567.4259
MEM 134.851562 1712985567.5265
MEM 134.851562 1712985567.6270
MEM 134.851562 1712985567.7275
MEM 134.851562 1712985567.8280
MEM 134.851562 1712985567.9284
MEM 134.851562 1712985568.0293
MEM 134.851562 1712985568.1296
MEM 134.851562 1712985568.2302
MEM 134.851562 1712985568.3308
MEM 134.851562 1712985568.4310
MEM 134.851562 1712985568.5314
MEM 134.851562 1712985568.6318
MEM 134.851562 1712985568.7326
MEM 134.851562 1712985568.8332
MEM 134.851562 1712985568.9337
MEM 134.851562 1712985569.0340
MEM 134.851562 1712985569.1343
MEM 134.851562 1712985569.2347
MEM 134.851562 1712985569.3349
MEM 134.851562 1712985569.4353
MEM 134.851562 1712985569.5358
MEM 134.851562 1712985569.6362
MEM 134.851562 1712985569.7367
MEM 134.851562 1712985569.8374
MEM 134.851562 1712985569.9381
MEM 134.851562 1712985570.0387
MEM 134.851562 1712985570.1390
MEM 134.851562 1712985570.2396
MEM 134.851562 1712985570.3398
MEM 134.851562 1712985570.4402
MEM 134.851562 1712985570.5406
MEM 134.851562 1712985570.6410
MEM 134.851562 1712985570.7415
MEM 134.851562 1712985570.8422
MEM 134.851562 1712985570.9426
MEM 134.851562 1712985571.0433
MEM 134.851562 1712985571.1437
MEM 134.851562 1712985571.2440
MEM 134.851562 1712985571.3446
MEM 134.851562 1712985571.4477
MEM 134.851562 1712985571.5479
MEM 134.851562 1712985571.6483
MEM 134.851562 1712985571.7487
MEM 134.851562 1712985571.8494
MEM 134.851562 1712985571.9498
MEM 134.851562 1712985572.0504
MEM 134.851562 1712985572.1507
MEM 134.851562 1712985572.2515
MEM 134.851562 1712985572.3518
MEM 134.851562 1712985572.4520
MEM 134.851562 1712985572.5524
MEM 134.851562 1712985572.6530
MEM 134.851562 1712985572.7537
MEM 134.851562 1712985572.8544
MEM 134.851562 1712985572.9548
MEM 134.851562 1712985573.0554
MEM 134.851562 1712985573.1557
MEM 134.851562 1712985573.2560
MEM 134.851562 1712985573.3567
MEM 134.851562 1712985573.4572
MEM 134.851562 1712985573.5577
MEM 134.851562 1712985573.6582
MEM 134.851562 1712985573.7584
MEM 134.851562 1712985573.8590
MEM 134.851562 1712985573.9594
MEM 134.851562 1712985574.0597
MEM 134.851562 1712985574.1600
MEM 134.851562 1712985574.2604
MEM 134.851562 1712985574.3610
MEM 134.851562 1712985574.4616
MEM 134.851562 1712985574.5621
MEM 134.851562 1712985574.6627
MEM 134.851562 1712985574.7632
MEM 134.851562 1712985574.8637
MEM 134.851562 1712985574.9642
MEM 134.851562 1712985575.0650
MEM 134.851562 1712985575.1658
MEM 134.851562 1712985575.2662
MEM 134.851562 1712985575.3669
MEM 134.851562 1712985575.4674
MEM 134.851562 1712985575.5681
MEM 134.851562 1712985575.6688
MEM 134.851562 1712985575.7694
MEM 134.851562 1712985575.8701
MEM 134.851562 1712985575.9707
MEM 134.851562 1712985576.0717
MEM 134.851562 1712985576.1723
MEM 134.851562 1712985576.2726
MEM 134.851562 1712985576.3730
MEM 134.851562 1712985576.4734
MEM 134.851562 1712985576.5739
MEM 134.851562 1712985576.6744
MEM 134.851562 1712985576.7746
MEM 134.851562 1712985576.8752
MEM 134.851562 1712985576.9756
MEM 134.851562 1712985577.0757
MEM 134.851562 1712985577.1760
MEM 134.851562 1712985577.2766
MEM 134.851562 1712985577.3770
MEM 134.851562 1712985577.4775
MEM 134.851562 1712985577.5782
MEM 134.851562 1712985577.6789
MEM 134.851562 1712985577.7792
MEM 134.851562 1712985577.8795
MEM 134.851562 1712985577.9800
MEM 134.851562 1712985578.0806
MEM 134.851562 1712985578.1811
MEM 134.851562 1712985578.2817
MEM 134.851562 1712985578.3821
MEM 134.851562 1712985578.4828
MEM 134.851562 1712985578.5834
MEM 134.851562 1712985578.6841
MEM 134.851562 1712985578.7847
MEM 134.851562 1712985578.8855
MEM 134.851562 1712985578.9862
MEM 134.851562 1712985579.0871
MEM 134.851562 1712985579.1878
MEM 134.851562 1712985579.2882
MEM 134.851562 1712985579.3889
MEM 134.851562 1712985579.4892
MEM 134.851562 1712985579.5897
MEM 134.851562 1712985579.6901
MEM 134.851562 1712985579.7906
MEM 134.851562 1712985579.8910
MEM 134.851562 1712985579.9917
MEM 134.851562 1712985580.0925
MEM 134.851562 1712985580.1929
MEM 134.851562 1712985580.2931
MEM 134.851562 1712985580.3936
MEM 134.851562 1712985580.4938
MEM 134.851562 1712985580.5943
MEM 134.851562 1712985580.6949
MEM 134.851562 1712985580.7956
MEM 134.851562 1712985580.8959
MEM 134.851562 1712985580.9966
MEM 134.851562 1712985581.0973
MEM 134.851562 1712985581.1980
MEM 134.851562 1712985581.2986
MEM 134.851562 1712985581.3994
MEM 134.851562 1712985581.5006
MEM 134.851562 1712985581.6010
MEM 134.851562 1712985581.7015
MEM 134.851562 1712985581.8020
MEM 134.851562 1712985581.9023
MEM 134.851562 1712985582.0030
MEM 134.851562 1712985582.1034
MEM 134.851562 1712985582.2038
MEM 134.851562 1712985582.3045
MEM 134.851562 1712985582.4052
MEM 134.851562 1712985582.5056
MEM 134.851562 1712985582.6061
MEM 134.851562 1712985582.7064
MEM 134.851562 1712985582.8071
MEM 134.851562 1712985582.9073
MEM 134.851562 1712985583.0076
MEM 134.851562 1712985583.1079
MEM 134.851562 1712985583.2085
MEM 134.851562 1712985583.3090
MEM 134.851562 1712985583.4095
MEM 134.851562 1712985583.5099
MEM 134.851562 1712985583.6104
MEM 134.851562 1712985583.7109
MEM 134.851562 1712985583.8115
MEM 134.851562 1712985583.9124
MEM 134.851562 1712985584.0131
MEM 134.851562 1712985584.1137
MEM 134.851562 1712985584.2142
MEM 134.851562 1712985584.3145
MEM 134.851562 1712985584.4151
MEM 134.851562 1712985584.5154
MEM 134.851562 1712985584.6158
MEM 134.851562 1712985584.7163
MEM 134.851562 1712985584.8167
MEM 134.851562 1712985584.9169
MEM 134.851562 1712985585.0171
MEM 134.851562 1712985585.1179
MEM 134.851562 1712985585.2183
MEM 134.851562 1712985585.3185
MEM 134.851562 1712985585.4191
MEM 134.851562 1712985585.5194
MEM 134.851562 1712985585.6199
MEM 134.851562 1712985585.7204
MEM 134.851562 1712985585.8220
MEM 134.851562 1712985585.9227
MEM 134.851562 1712985586.0232
MEM 134.851562 1712985586.1239
MEM 134.851562 1712985586.2242
MEM 134.851562 1712985586.3249
MEM 134.851562 1712985586.4255
MEM 134.851562 1712985586.5262
MEM 134.851562 1712985586.6265
MEM 134.851562 1712985586.7271
MEM 134.851562 1712985586.8275
MEM 134.851562 1712985586.9282
MEM 134.851562 1712985587.0288
MEM 134.851562 1712985587.1293
MEM 134.851562 1712985587.2299
MEM 134.851562 1712985587.3304
MEM 134.851562 1712985587.4307
MEM 134.851562 1712985587.5311
MEM 134.851562 1712985587.6315
MEM 134.851562 1712985587.7319
MEM 134.851562 1712985587.8326
MEM 134.851562 1712985587.9329
MEM 134.851562 1712985588.0332
MEM 134.851562 1712985588.1340
MEM 134.851562 1712985588.2345
MEM 134.851562 1712985588.3349
MEM 134.851562 1712985588.4353
MEM 134.851562 1712985588.5358
MEM 134.851562 1712985588.6364
MEM 134.851562 1712985588.7371
MEM 134.851562 1712985588.8375
MEM 134.851562 1712985588.9381
MEM 134.851562 1712985589.0387
MEM 134.851562 1712985589.1390
MEM 134.851562 1712985589.2395
MEM 134.851562 1712985589.3400
MEM 134.851562 1712985589.4404
MEM 134.851562 1712985589.5409
MEM 134.851562 1712985589.6416
MEM 134.851562 1712985589.7420
MEM 134.851562 1712985589.8427
MEM 134.851562 1712985589.9434
MEM 134.851562 1712985590.0441
MEM 134.851562 1712985590.1446
MEM 134.851562 1712985590.2451
MEM 134.851562 1712985590.3454
MEM 134.851562 1712985590.4462
MEM 134.851562 1712985590.5468
MEM 134.851562 1712985590.6472
MEM 134.851562 1712985590.7480
MEM 134.851562 1712985590.8486
MEM 134.851562 1712985590.9492
MEM 134.851562 1712985591.0497
MEM 134.851562 1712985591.1503
MEM 134.851562 1712985591.2509
MEM 134.851562 1712985591.3512
MEM 134.851562 1712985591.4516
MEM 134.851562 1712985591.5523
MEM 134.851562 1712985591.6529
MEM 134.851562 1712985591.7531
MEM 134.851562 1712985591.8539
MEM 134.851562 1712985591.9544
MEM 134.851562 1712985592.0552
MEM 134.851562 1712985592.1558
MEM 134.851562 1712985592.2562
MEM 134.851562 1712985592.3567
MEM 134.851562 1712985592.4573
MEM 134.851562 1712985592.5579
MEM 134.851562 1712985592.6582
MEM 134.851562 1712985592.7588
MEM 134.851562 1712985592.8590
MEM 134.851562 1712985592.9593
MEM 134.851562 1712985593.0597
MEM 134.851562 1712985593.1601
MEM 134.851562 1712985593.2606
MEM 134.851562 1712985593.3614
MEM 134.851562 1712985593.4618
MEM 134.851562 1712985593.5622
MEM 134.851562 1712985593.6625
MEM 134.851562 1712985593.7627
MEM 134.851562 1712985593.8633
MEM 134.851562 1712985593.9639
MEM 134.851562 1712985594.0643
MEM 134.851562 1712985594.1649
MEM 134.851562 1712985594.2655
MEM 134.851562 1712985594.3659
MEM 134.851562 1712985594.4663
MEM 134.851562 1712985594.5667
MEM 134.851562 1712985594.6676
MEM 134.851562 1712985594.7677
MEM 134.851562 1712985594.8683
MEM 134.851562 1712985594.9685
MEM 134.851562 1712985595.0691
MEM 134.851562 1712985595.1697
MEM 134.851562 1712985595.2701
MEM 134.851562 1712985595.3704
MEM 134.851562 1712985595.4708
MEM 134.851562 1712985595.5712
MEM 134.851562 1712985595.6717
MEM 134.851562 1712985595.7721
MEM 134.851562 1712985595.8725
MEM 134.851562 1712985595.9730
MEM 134.851562 1712985596.0736
MEM 134.851562 1712985596.1743
MEM 134.851562 1712985596.2750
MEM 134.851562 1712985596.3756
MEM 134.851562 1712985596.4762
MEM 134.851562 1712985596.5769
MEM 134.851562 1712985596.6776
MEM 134.851562 1712985596.7781
MEM 134.851562 1712985596.8787
MEM 134.851562 1712985596.9790
MEM 134.851562 1712985597.0795
MEM 134.851562 1712985597.1798
MEM 134.851562 1712985597.2803
MEM 134.851562 1712985597.3811
MEM 134.851562 1712985597.4814
MEM 134.851562 1712985597.5819
MEM 134.851562 1712985597.6821
MEM 134.851562 1712985597.7826
MEM 134.851562 1712985597.8828
MEM 134.851562 1712985597.9836
MEM 134.851562 1712985598.0842
MEM 134.851562 1712985598.1844
MEM 134.851562 1712985598.2849
MEM 134.851562 1712985598.3856
MEM 134.851562 1712985598.4864
MEM 134.851562 1712985598.5872
MEM 134.851562 1712985598.6879
MEM 134.851562 1712985598.7887
MEM 134.851562 1712985598.8893
MEM 134.851562 1712985598.9900
MEM 134.851562 1712985599.0902
MEM 134.851562 1712985599.1906
MEM 134.851562 1712985599.2914
MEM 134.851562 1712985599.3921
MEM 134.851562 1712985599.4927
MEM 134.851562 1712985599.5933
MEM 134.851562 1712985599.6934
MEM 134.851562 1712985599.7941
MEM 134.851562 1712985599.8944
MEM 134.851562 1712985599.9946
MEM 134.851562 1712985600.0952
MEM 134.824219 1712985600.1956
MEM 134.824219 1712985600.2963
MEM 134.824219 1712985600.3967
MEM 134.824219 1712985600.4973
MEM 134.824219 1712985600.5979
MEM 134.824219 1712985600.6984
MEM 134.824219 1712985600.7988
MEM 134.824219 1712985600.8992
MEM 134.824219 1712985600.9995
MEM 134.824219 1712985601.1000
MEM 134.824219 1712985601.2008
MEM 134.824219 1712985601.3011
MEM 134.824219 1712985601.4016
MEM 134.824219 1712985601.5021
MEM 134.824219 1712985601.6024
MEM 134.824219 1712985601.7027
MEM 134.824219 1712985601.8034
MEM 134.824219 1712985601.9037
MEM 134.824219 1712985602.0041
MEM 134.824219 1712985602.1049
MEM 134.824219 1712985602.2057
MEM 134.824219 1712985602.3070
MEM 134.824219 1712985602.4073
MEM 134.824219 1712985602.5081
MEM 134.824219 1712985602.6087
MEM 134.824219 1712985602.7091
MEM 134.824219 1712985602.8099
MEM 134.824219 1712985602.9106
MEM 134.824219 1712985603.0113
MEM 134.824219 1712985603.1120
MEM 134.824219 1712985603.2123
MEM 134.824219 1712985603.3126
MEM 134.824219 1712985603.4135
MEM 134.824219 1712985603.5142
MEM 134.824219 1712985603.6144
MEM 134.824219 1712985603.7147
MEM 134.824219 1712985603.8152
MEM 134.824219 1712985603.9156
MEM 134.824219 1712985604.0159
MEM 134.824219 1712985604.1165
MEM 134.824219 1712985604.2169
MEM 134.824219 1712985604.3172
MEM 134.824219 1712985604.4176
MEM 134.824219 1712985604.5180
MEM 134.824219 1712985604.6189
MEM 134.824219 1712985604.7196
MEM 134.824219 1712985604.8199
MEM 134.824219 1712985604.9203
MEM 134.824219 1712985605.0209
MEM 134.824219 1712985605.1217
MEM 134.824219 1712985605.2220
MEM 134.824219 1712985605.3227
MEM 134.824219 1712985605.4230
MEM 134.824219 1712985605.5233
MEM 134.824219 1712985605.6239
MEM 134.824219 1712985605.7244
MEM 134.824219 1712985605.8251
MEM 134.824219 1712985605.9254
MEM 134.824219 1712985606.0259
MEM 134.824219 1712985606.1266
MEM 134.824219 1712985606.2272
MEM 134.824219 1712985606.3277
MEM 134.824219 1712985606.4282
MEM 134.824219 1712985606.5287
MEM 134.824219 1712985606.6290
MEM 134.824219 1712985606.7293
MEM 134.824219 1712985606.8301
MEM 134.824219 1712985606.9310
MEM 134.824219 1712985607.0314
MEM 134.824219 1712985607.1317
MEM 134.824219 1712985607.2323
MEM 134.824219 1712985607.3327
MEM 134.824219 1712985607.4330
MEM 134.824219 1712985607.5335
MEM 134.824219 1712985607.6337
MEM 134.824219 1712985607.7341
MEM 134.824219 1712985607.8344
MEM 134.824219 1712985607.9349
